time,x,y,z,Fx,Fy,Fz
1770781620.3896403,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7477994,16.205553,-15.630249
1770781620.489444,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6537666,16.160053,-15.472278
1770781620.589421,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7017536,16.135916,-15.500713
1770781620.689365,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6149783,16.072311,-15.578192
1770781620.7893956,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7106795,16.187576,-15.553219
1770781620.8893335,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.65344,16.152813,-15.525605
1770781620.9894092,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6395464,16.201992,-15.499097
1770781621.089653,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.663057,16.157742,-15.5004225
1770781621.1894536,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.564578,16.212486,-15.445643
1770781621.2897007,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.653619,16.05119,-15.501153
1770781621.3894563,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6355643,16.089205,-15.528642
1770781621.4897175,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7011333,16.264824,-15.498749
1770781621.5896268,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6781635,16.12273,-15.474552
1770781621.6894515,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.606542,16.109646,-15.447114
1770781621.7896607,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.606542,16.109646,-15.447114
1770781621.8896985,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.747335,16.205444,-15.630383
1770781621.9894304,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6393647,16.090475,-15.450035
1770781622.0894709,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.5620165,16.188911,-15.396351
1770781622.1894505,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7101245,16.185518,-15.398087
1770781622.2896788,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.667616,16.086838,-15.525946
1770781622.3893473,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.5929446,16.174324,-15.601299
1770781622.4893982,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6017356,16.169252,-15.5516405
1770781622.5896068,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.57685,16.179075,-15.576051
1770781622.6896107,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.591047,16.140491,-15.549841
1770781622.7896507,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6272063,16.122482,-15.474286
1770781622.8894482,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.612777,16.058628,-15.553508
1770781622.9895566,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6338983,16.188555,-15.39823
1770781623.0894663,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6647916,16.171316,-15.52524
1770781623.1893256,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.568491,16.181606,-15.54764
1770781623.2893014,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7635517,16.099773,-15.55385
1770781623.389292,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.5566173,16.163696,-15.470808
1770781623.489568,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.615024,16.127096,-15.525089
1770781623.5893416,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.613891,16.170364,-15.602303
1770781623.6892943,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.615047,16.123741,-15.524483
1770781623.7892923,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6577363,16.159216,-15.625659
1770781623.8893564,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7020907,16.118416,-15.551876
1770781623.9893384,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.6891065,16.14042,-15.551651
1770781624.0892625,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.704213,16.074663,-15.5517235
1770781624.189334,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.657727,16.214703,-15.495229
1770781624.2894173,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.72819,16.092014,-15.50103
1770781624.3894942,0.7211281548738734,-0.10720081064101954,0.4642119969128118,-4.7289147,16.047935,-15.50128
1770781624.4896317,0.721422865133082,-0.10796087791389972,0.4650039196303549,-4.6688743,16.125042,-15.446408
1770781624.5896401,0.7204723237120354,-0.10709904207647271,0.46322362464151706,-4.8160963,16.140913,-15.579136
1770781624.6896288,0.7190878813575864,-0.10691182106343146,0.4613461156097572,-4.5953593,16.022942,-15.452754
1770781624.7896483,0.7192637653099025,-0.10656317955058028,0.46144718187007544,-4.345334,15.749961,-15.507064
1770781624.8895576,0.7191964019201625,-0.10680695368386478,0.46129183778648125,-4.2884016,15.75978,-15.433314
1770781624.98962,0.7193351761206518,-0.106555656685662,0.46151545106135455,-4.3566637,15.741071,-15.53325
