time,x,y,z,Fx,Fy,Fz
1775534815.609512,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.8157067,15.606371,-14.51829
1775534815.7095037,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7059093,15.553025,-14.619642
1775534815.8095024,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.731542,15.557262,-14.542987
1775534815.9094977,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.793703,15.467148,-14.571764
1775534816.009484,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7928176,15.490967,-14.544873
1775534816.1095006,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.854381,15.526405,-14.571075
1775534816.2094944,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7726417,15.474886,-14.516958
1775534816.3094978,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.8421526,15.506983,-14.649035
1775534816.4094603,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7954845,15.535506,-14.543478
1775534816.5094013,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.9199333,15.43675,-14.598706
1775534816.6093535,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7956657,15.616276,-14.618484
1775534816.7093265,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7866378,15.510534,-14.54175
1775534816.809355,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7484407,15.504375,-14.6452055
1775534816.9093328,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.8329692,15.499512,-14.596146
1775534817.00942,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.8190746,15.548691,-14.569639
1775534817.109507,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.833352,15.506049,-14.620151
1775534817.2095118,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7457957,15.517975,-14.594106
1775534817.3095293,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7679815,15.491709,-14.467209
1775534817.4095259,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.8055453,15.51315,-14.544714
1775534817.5094154,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.8684225,15.616838,-14.542763
1775534817.6093273,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.781568,15.5265465,-14.569465
1775534817.7093277,1.0166451150555473,-0.06183045485283521,0.455329990658518,-3.7488499,15.505187,-14.567741
1775534817.8093483,1.0156090077825117,-0.06133402625532065,0.4555672315019878,-3.8358378,15.469818,-14.543751
1775534817.9093606,1.0123481444315805,-0.05966166374948167,0.455711899675043,-3.867293,15.596243,-14.571004
1775534818.00946,1.0094062620745015,-0.06084616686526835,0.45502740027239813,-3.8357377,15.62888,-14.593038
1775534818.1094954,1.0065864025740514,-0.06371784292299121,0.4555242823870476,-3.7555761,15.506808,-14.488126
1775534818.2094529,1.0036956461880362,-0.06414395270376363,0.4565178259952652,-3.731182,15.578116,-14.492434
1775534818.3094702,1.001080753028979,-0.06332811351151646,0.4563171054102554,-3.8740354,15.512334,-14.547736
1775534818.409509,0.9984351048927671,-0.06336294335525053,0.4558603782046248,-3.8118615,15.483213,-14.5685005
1775534818.5095007,0.9956425517795221,-0.06400652988657508,0.456298147594163,-3.832605,15.58423,-14.594564
1775534818.6093934,0.992729404113034,-0.06508871318179914,0.45629342130542117,-3.907507,15.59918,-14.4662
1775534818.7094498,0.9898813320235055,-0.06600452502187328,0.4565420770852603,-3.8967204,15.421726,-14.417146
1775534818.8095005,0.987173418276091,-0.06598023463742618,0.45728322172161623,-3.8946323,15.437384,-14.521176
1775534818.909497,0.9844926125941292,-0.06592441688744939,0.45714930693574496,-3.88877,15.378943,-14.520855
1775534819.0094981,0.9817414127864299,-0.06652479817043772,0.4566988886913172,-3.8270397,15.5643635,-14.46956
1775534819.1094966,0.9789322928864203,-0.06750205531017311,0.45643019625933684,-3.7935915,15.468554,-14.417107
1775534819.2094977,0.9762942516453875,-0.06799918736230584,0.456629140913491,-3.775218,15.646072,-14.389909
1775534819.3094978,0.9732741102833443,-0.06825906860006689,0.4577013141107229,-3.8283863,15.422123,-14.445833
